table,count
table_BiGill_methratio_v9_A.txtA6E9E,102
table_BiGill_methratio_v9_A.txt4E4A9,102
table_BiGill_methratio_v9_A.txtAC762,102
table_BiGill_methratio_v9_A.txtC0DF4,102
table_BiGill_methratio_v9_A.txt63E59,102
table_BiGill_methratio_v9_A.txt25C7D,102
table_BiGill_methratio_v9_A.txt2CBF5,102
table_BiGill_methratio_v9_A.txt98799,102
table_BiGill_methratio_v9_A.txt9800B,102
table_BiGill_methratio_v9_A.txt22344,102
table_BiGill_methratio_v9_A.txt34383,102
table_BiGill_methratio_v9_A.txtD38CC,102
table_BiGill_methratio_v9_A.txtC0753,102
table_BiGill_methratio_v9_A.txtC5B1F,102
table_BiGill_methratio_v9_A.txtF9B42,102
table_BiGill_methratio_v9_A.txt23813,102
table_BiGill_methratio_v9_A.txt125C7,102
table_BiGill_methratio_v9_A.txtCAA2C,102
table_BiGill_methratio_v9_A.txtA6487,102
table_BiGill_methratio_v9_A.txt8D6BA,102
table_BiGill_methratio_v9_A.txt77645,102
table_BiGill_methratio_v9_A.txt83575,102
table_BiGill_methratio_v9_A.txt005B9,102
table_BiGill_methratio_v9_A.txtCD282,102
table_BiGill_methratio_v9_A.txt44218,102
table_BiGill_methratio_v9_A.txtB8664,102
table_BiGill_methratio_v9_A.txtF5024,102
table_BiGill_methratio_v9_A.txt19182,102
table_BiGill_methratio_v9_A.txt90928,102
table_BiGill_methratio_v9_A.txt7830C,102
table_BiGill_methratio_v9_A.txtF89D0,102
table_BiGill_methratio_v9_A.txt8DB0A,102
table_BiGill_methratio_v9_A.txtA75C1,102
table_BiGill_methratio_v9_A.txt64F5B,102
table_BiGill_methratio_v9_A.txt9A2FD,102
table_BiGill_methratio_v9_A.txt18C19,102
table_BiGill_methratio_v9_A.txtDF500,102
table_BiGill_methratio_v9_A.txt8D339,102
table_BiGill_methratio_v9_A.txt9CD22,102
table_BiGill_methratio_v9_A.txtFC3D1,102
table_BiGill_methratio_v9_A.txt444F9,102
table_BiGill_methratio_v9_A.txt60952,102
table_BiGill_methratio_v9_A.txtE488B,102
table_BiGill_methratio_v9_A.txt7A134,102
table_BiGill_methratio_v9_A.txt94758,102
table_BiGill_methratio_v9_A.txt0E3B2,102
table_BiGill_methratio_v9_A.txt11508,102
table_BiGill_methratio_v9_A.txt21AA9,102
table_BiGill_methratio_v9_A.txt55D87,102
table_BiGill_methratio_v9_A.txtF4DAF,102
table_BiGill_methratio_v9_A.txtFAE64,102
table_BiGill_methratio_v9_A.txtEC995,102
table_BiGill_methratio_v9_A.txt1F921,102
table_BiGill_methratio_v9_A.txtDA383,102
table_BiGill_methratio_v9_A.txtEDE1E,102
table_BiGill_methratio_v9_A.txt70DB5,102
table_BiGill_methratio_v9_A.txt32574,102
table_BiGill_methratio_v9_A.txt6F867,102
table_BiGill_methratio_v9_A.txtC07C4,102
table_BiGill_methratio_v9_A.txtE6FB4,102
table_BiGill_methratio_v9_A.txt436E4,102
table_BiGill_methratio_v9_A.txtA4C36,102
table_BiGill_methratio_v9_A.txt2D65C,102
table_BiGill_methratio_v9_A.txt44C8E,102
table_BiGill_methratio_v9_A.txtF0E91,102
table_BiGill_methratio_v9_A.txt10A85,102
table_BiGill_methratio_v9_A.txt57A30,102
table_BiGill_methratio_v9_A.txt2DDE5,102
table_BiGill_methratio_v9_A.txt53EC7,102
table_BiGill_methratio_v9_A.txt0539F,102
table_BiGill_methratio_v9_A.txt2433D,102
table_BiGill_methratio_v9_A.txtBDAE7,102
table_BiGill_methratio_v9_A.txt09E99,102
table_BiGill_methratio_v9_A.txt50A90,102
table_BiGill_methratio_v9_A.txt2F781,102
table_BiGill_methratio_v9_A.txt66253,102
table_BiGill_methratio_v9_A.txt22748,102
table_BiGill_methratio_v9_A.txt6192E,102
table_BiGill_methratio_v9_A.txt6E765,102
table_BiGill_methratio_v9_A.txt0CA14,102
table_BiGill_methratio_v9_A.txt3B4AE,102
table_BiGill_methratio_v9_A.txtEBCDF,102
table_BiGill_methratio_v9_A.txtF92A7,102
table_BiGill_methratio_v9_A.txt57253,102
table_BiGill_methratio_v9_A.txt93A69,102
table_BiGill_methratio_v9_A.txt78147,102
table_BiGill_methratio_v9_A.txt677CF,102
table_BiGill_methratio_v9_A.txt36324,102
table_BiGill_methratio_v9_A.txt76C09,102
table_BiGill_methratio_v9_A.txt3177D,102
table_BiGill_methratio_v9_A.txtED8B2,102
table_BiGill_methratio_v9_A.txt2CE70,102
table_BiGill_methratio_v9_A.txt21510,102
table_BiGill_methratio_v9_A.txtE2CA1,102
table_BiGill_methratio_v9_A.txt8721F,102
table_BiGill_methratio_v9_A.txt86580,102
table_BiGill_methratio_v9_A.txt10295,102
table_BiGill_methratio_v9_A.txt7BF0D,102
table_BiGill_methratio_v9_A.txtD1C12,102
table_BiGill_methratio_v9_A.txtCBA8B,102
table_BiGill_methratio_v9_A.txtF475B,102
table_BiGill_methratio_v9_A.txtF8BE7,102
table_BiGill_methratio_v9_A.txtF3C4D,102
table_BiGill_methratio_v9_A.txtCFE07,102
table_BiGill_methratio_v9_A.txt5DB6D,102
table_BiGill_methratio_v9_A.txt47063,102
table_BiGill_methratio_v9_A.txt3C2B0,102
table_BiGill_methratio_v9_A.txtEC61B,102
table_BiGill_methratio_v9_A.txtF79D5,102
table_BiGill_methratio_v9_A.txtFE576,102
table_BiGill_methratio_v9_A.txt761AB,102
table_BiGill_methratio_v9_A.txt7A1BC,102
table_BiGill_methratio_v9_A.txt703BB,102
table_BiGill_methratio_v9_A.txt7E56C,102
table_BiGill_methratio_v9_A.txtFFE05,102
table_BiGill_methratio_v9_A.txtB1D2E,102
table_BiGill_methratio_v9_A.txtB3135,102
table_BiGill_methratio_v9_A.txt3E4C0,102
table_BiGill_methratio_v9_A.txt74D52,102
table_BiGill_methratio_v9_A.txtDFC5E,102
table_BiGill_methratio_v9_A.txtBA65F,102
table_BiGill_methratio_v9_A.txt56B60,102
table_BiGill_methratio_v9_A.txtBC624,102
table_BiGill_methratio_v9_A.txt279EF,102
table_BiGill_methratio_v9_A.txt561B4,102
table_BiGill_methratio_v9_A.txt81E90,102
table_BiGill_methratio_v9_A.txt075A1,102
table_BiGill_methratio_v9_A.txtF5BA6,102
table_BiGill_methratio_v9_A.txt41506,102
table_BiGill_methratio_v9_A.txt10081,102
table_BiGill_methratio_v9_A.txtB21BB,102
table_BiGill_methratio_v9_A.txt6A59D,102
table_BiGill_methratio_v9_A.txt93558,102
table_BiGill_methratio_v9_A.txt39D0B,102
table_BiGill_methratio_v9_A.txt6D4DD,102
table_BiGill_methratio_v9_A.txt0B864,102
table_BiGill_methratio_v9_A.txtEF2E9,102
table_BiGill_methratio_v9_A.txt3C8C2,102
table_BiGill_methratio_v9_A.txtCC96E,102
table_BiGill_methratio_v9_A.txtF07BD,102
table_BiGill_methratio_v9_A.txtF5805,102
table_BiGill_methratio_v9_A.txt3F69F,102
table_BiGill_methratio_v9_A.txtB6D67,102
table_BiGill_methratio_v9_A.txt957A4,102
table_BiGill_methratio_v9_A.txt9ACC1,102
table_BiGill_methratio_v9_A.txt19C8D,102
table_BiGill_methratio_v9_A.txt54FF9,102
table_BiGill_methratio_v9_A.txt407BC,102
table_BiGill_methratio_v9_A.txt27B01,102
table_BiGill_methratio_v9_A.txt00B7D,102
table_BiGill_methratio_v9_A.txt19C82,102
table_BiGill_methratio_v9_A.txtADAA0,102
table_BiGill_methratio_v9_A.txt1D990,102
table_BiGill_methratio_v9_A.txt4F6AB,102
table_BiGill_methratio_v9_A.txtFD935,102
table_BiGill_methratio_v9_A.txt304B1,102
table_BiGill_methratio_v9_A.txt8EE3D,102
table_BiGill_methratio_v9_A.txt6285A,102
table_BiGill_methratio_v9_A.txt898B4,102
table_BiGill_methratio_v9_A.txt92BF0,102
table_BiGill_methratio_v9_A.txtEC96A,102
table_BiGill_methratio_v9_A.txt546DE,102
table_BiGill_methratio_v9_A.txtCEF94,102
table_BiGill_methratio_v9_A.txtC52D5,102
table_BiGill_methratio_v9_A.txt49071,102
table_BiGill_methratio_v9_A.txt88FEC,102
table_BiGill_methratio_v9_A.txt1B8D6,102
table_BiGill_methratio_v9_A.txt4D439,102
table_BiGill_methratio_v9_A.txt01824,102
table_BiGill_methratio_v9_A.txtF2A0B,102
table_BiGill_methratio_v9_A.txt29A3D,102
table_BiGill_methratio_v9_A.txt4C006,102
table_BiGill_methratio_v9_A.txtC3967,102
table_BiGill_methratio_v9_A.txtCA84C,102
table_BiGill_methratio_v9_A.txtF5D36,102
table_BiGill_methratio_v9_A.txt79E8D,102
table_BiGill_methratio_v9_A.txt9056B,102
table_BiGill_methratio_v9_A.txt11BDC,102
table_BiGill_methratio_v9_A.txt477AD,102
table_BiGill_methratio_v9_A.txtE32A2,102
table_BiGill_methratio_v9_A.txtA9189,102
table_BiGill_methratio_v9_A.txt0F84E,102
table_BiGill_methratio_v9_A.txt59776,102
table_BiGill_methratio_v9_A.txtD86C1,102
table_BiGill_methratio_v9_A.txt36C17,102
table_BiGill_methratio_v9_A.txt26329,102
table_BiGill_methratio_v9_A.txtA9EFE,102
table_BiGill_methratio_v9_A.txt36C2D,102
table_BiGill_methratio_v9_A.txtE8064,102
table_BiGill_methratio_v9_A.txt55AB1,102
table_BiGill_methratio_v9_A.txt2500C,102
table_BiGill_methratio_v9_A.txt150F3,102
table_BiGill_methratio_v9_A.txt36D49,102
table_BiGill_methratio_v9_A.txtDCF44,102
table_BiGill_methratio_v9_A.txt7F846,102
table_BiGill_methratio_v9_A.txt7DE78,102
table_BiGill_methratio_v9_A.txt335EE,102
table_BiGill_methratio_v9_A.txt6059D,102
table_BiGill_methratio_v9_A.txt4C91F,102
table_BiGill_methratio_v9_A.txt65674,102
table_BiGill_methratio_v9_A.txtBDB87,102
table_BiGill_methratio_v9_A.txt0ACFC,102
table_BiGill_methratio_v9_A.txt1F21D,102
table_BiGill_methratio_v9_A.txt04AD8,102
table_BiGill_methratio_v9_A.txt195E6,102
table_BiGill_methratio_v9_A.txt76618,102
table_BiGill_methratio_v9_A.txtE6FEE,102
table_BiGill_methratio_v9_A.txt8189C,102
table_BiGill_methratio_v9_A.txt9C1D5,102
table_BiGill_methratio_v9_A.txtACCDF,102
table_BiGill_methratio_v9_A.txt49CF2,102
table_BiGill_methratio_v9_A.txtA599B,102
table_BiGill_methratio_v9_A.txt496D8,102
table_BiGill_methratio_v9_A.txt3D3A1,102
table_BiGill_methratio_v9_A.txt71A5C,102
table_BiGill_methratio_v9_A.txt5F19C,102
table_BiGill_methratio_v9_A.txt414FA,102
table_BiGill_methratio_v9_A.txt7558C,102
table_BiGill_methratio_v9_A.txtE0842,102
table_BiGill_methratio_v9_A.txt0A0C7,102
table_BiGill_methratio_v9_A.txt51E08,102
table_BiGill_methratio_v9_A.txt2DD16,102
table_BiGill_methratio_v9_A.txt77311,102
table_BiGill_methratio_v9_A.txt211D7,102
table_BiGill_methratio_v9_A.txt955C3,102
table_BiGill_methratio_v9_A.txtAE0B1,102
table_BiGill_methratio_v9_A.txt226B7,102
table_BiGill_methratio_v9_A.txtF03F7,102
table_BiGill_methratio_v9_A.txt8D2AD,102
table_BiGill_methratio_v9_A.txtFD320,102
table_BiGill_methratio_v9_A.txt5442E,102
table_BiGill_methratio_v9_A.txt4EFA5,102
table_BiGill_methratio_v9_A.txt9FD8E,102
table_BiGill_methratio_v9_A.txt0BDCB,102
table_BiGill_methratio_v9_A.txt06CC5,102
table_BiGill_methratio_v9_A.txt49016,102
table_BiGill_methratio_v9_A.txt0B9C7,102
table_BiGill_methratio_v9_A.txtE0FB8,102
table_BiGill_methratio_v9_A.txtC3A07,102
table_BiGill_methratio_v9_A.txt9DB60,102
table_BiGill_methratio_v9_A.txt5344F,102
table_BiGill_methratio_v9_A.txt4E9E9,102
table_BiGill_methratio_v9_A.txt251FA,102
table_BiGill_methratio_v9_A.txt36552,102
table_BiGill_methratio_v9_A.txtB3F97,102
table_BiGill_methratio_v9_A.txt5E419,102
table_BiGill_methratio_v9_A.txt21A93,102
table_BiGill_methratio_v9_A.txtE06B7,102
table_BiGill_methratio_v9_A.txt11144,102
table_BiGill_methratio_v9_A.txt16AB8,102
table_BiGill_methratio_v9_A.txtCBEC8,102
table_BiGill_methratio_v9_A.txtC68DF,102
table_BiGill_methratio_v9_A.txt91AE8,102
table_BiGill_methratio_v9_A.txt32B5E,102
table_BiGill_methratio_v9_A.txt03850,102
table_BiGill_methratio_v9_A.txtD313F,102
table_BiGill_methratio_v9_A.txt2DEE8,102
table_BiGill_methratio_v9_A.txt33D54,102
table_BiGill_methratio_v9_A.txt8926A,102
table_BiGill_methratio_v9_A.txt7E90A,102
table_BiGill_methratio_v9_A.txt5AE2D,102
table_BiGill_methratio_v9_A.txtDF782,102
table_BiGill_methratio_v9_A.txt33F92,102
table_BiGill_methratio_v9_A.txtE6660,102
table_BiGill_methratio_v9_A.txtEA1DD,102
table_BiGill_methratio_v9_A.txtA32AA,102
table_BiGill_methratio_v9_A.txtE80E6,102
table_BiGill_methratio_v9_A.txt6AF27,102
table_BiGill_methratio_v9_A.txt82E1C,102
table_BiGill_methratio_v9_A.txt73D06,102
table_BiGill_methratio_v9_A.txtD3293,102
table_BiGill_methratio_v9_A.txt4F3D1,102
table_BiGill_methratio_v9_A.txt094CB,102
table_BiGill_methratio_v9_A.txtCE7BA,102
table_BiGill_methratio_v9_A.txt69832,102
table_BiGill_methratio_v9_A.txt6AA56,102
table_BiGill_methratio_v9_A.txt2EF1A,102
table_BiGill_methratio_v9_A.txtB80E7,102
table_BiGill_methratio_v9_A.txt18205,102
table_BiGill_methratio_v9_A.txtAAC35,102
table_BiGill_methratio_v9_A.txt324FF,102
table_BiGill_methratio_v9_A.txt37785,102
table_BiGill_methratio_v9_A.txt891BA,102
table_BiGill_methratio_v9_A.txt0BFA5,102
table_BiGill_methratio_v9_A.txt46E92,102
table_BiGill_methratio_v9_A.txtF15A6,102
table_BiGill_methratio_v9_A.txt8EEFD,102
table_BiGill_methratio_v9_A.txtB30D0,102
table_BiGill_methratio_v9_A.txt789F7,102
table_BiGill_methratio_v9_A.txt295CA,102
table_BiGill_methratio_v9_A.txt48803,102
table_BiGill_methratio_v9_A.txt97772,102
table_BiGill_methratio_v9_A.txt136A8,102
table_BiGill_methratio_v9_A.txt44F6A,102
table_BiGill_methratio_v9_A.txt8BA0C,102
table_BiGill_methratio_v9_A.txt92DFA,102
table_BiGill_methratio_v9_A.txt9284F,102
table_BiGill_methratio_v9_A.txtF3B1A,102
table_BiGill_methratio_v9_A.txtA59E1,102
table_BiGill_methratio_v9_A.txt8869D,102
table_BiGill_methratio_v9_A.txtB2766,102
table_BiGill_methratio_v9_A.txt6E1E4,102
table_BiGill_methratio_v9_A.txt7F560,102
table_BiGill_methratio_v9_A.txt913BF,102
table_BiGill_methratio_v9_A.txt288DB,102
table_BiGill_methratio_v9_A.txt9B3FF,102
table_BiGill_methratio_v9_A.txt4CBDA,102
table_BiGill_methratio_v9_A.txtD6542,102
table_BiGill_methratio_v9_A.txt79AC7,102
table_BiGill_methratio_v9_A.txt41138,102
table_BiGill_methratio_v9_A.txt96748,102
table_BiGill_methratio_v9_A.txt5DCF4,102
table_BiGill_methratio_v9_A.txt5B256,102
table_BiGill_methratio_v9_A.txt4DEA6,102
table_BiGill_methratio_v9_A.txtF6326,102
table_BiGill_methratio_v9_A.txt3DAD8,102
table_BiGill_methratio_v9_A.txt3DAD9,102
table_BiGill_methratio_v9_A.txt8FFE6,102
table_BiGill_methratio_v9_A.txtA1E62,102
table_BiGill_methratio_v9_A.txt980D6,102
table_BiGill_methratio_v9_A.txt7E504,102
table_BiGill_methratio_v9_A.txtE2F78,102
table_BiGill_methratio_v9_A.txtFE31D,102
table_BiGill_methratio_v9_A.txtDE53D,102
table_BiGill_methratio_v9_A.txt781B2,102
table_BiGill_methratio_v9_A.txt11A62,102
table_BiGill_methratio_v9_A.txtB2936,102
table_BiGill_methratio_v9_A.txt22B55,102
table_BiGill_methratio_v9_A.txt5247C,102
table_BiGill_methratio_v9_A.txtBE4F5,102
table_BiGill_methratio_v9_A.txt3C524,102
table_BiGill_methratio_v9_A.txtDC15A,102
table_BiGill_methratio_v9_A.txtA65B7,102
table_BiGill_methratio_v9_A.txtB869C,102
table_BiGill_methratio_v9_A.txtDEF62,102
table_BiGill_methratio_v9_A.txt3E270,102
table_BiGill_methratio_v9_A.txtFEA12,102
table_BiGill_methratio_v9_A.txt3F73E,102
table_BiGill_methratio_v9_A.txt13E02,102
table_BiGill_methratio_v9_A.txtFA24D,102
table_BiGill_methratio_v9_A.txtC029C,102
table_BiGill_methratio_v9_A.txt65A53,102
table_BiGill_methratio_v9_A.txt3CA81,102
table_BiGill_methratio_v9_A.txtE4AEF,102
table_BiGill_methratio_v9_A.txt78B43,102
table_BiGill_methratio_v9_A.txt66E63,102
table_BiGill_methratio_v9_A.txt61B2A,102
table_BiGill_methratio_v9_A.txt3A81E,102
table_BiGill_methratio_v9_A.txt3B8CA,102
table_BiGill_methratio_v9_A.txt47AD8,102
table_BiGill_methratio_v9_A.txt0B3CF,102
table_BiGill_methratio_v9_A.txt5BB77,102
table_BiGill_methratio_v9_A.txtED59E,102
table_BiGill_methratio_v9_A.txt5F229,102
table_BiGill_methratio_v9_A.txt4DA86,102
table_BiGill_methratio_v9_A.txt59651,102
table_BiGill_methratio_v9_A.txt072C9,102
table_BiGill_methratio_v9_A.txtAFD1D,102
table_BiGill_methratio_v9_A.txtFBF8B,102
table_BiGill_methratio_v9_A.txt6072E,102
table_BiGill_methratio_v9_A.txt188CB,102
table_BiGill_methratio_v9_A.txt246B2,102
table_BiGill_methratio_v9_A.txtE0374,102
table_BiGill_methratio_v9_A.txt0C507,102
table_BiGill_methratio_v9_A.txt5DDD9,102
table_BiGill_methratio_v9_A.txtD5D90,102
table_BiGill_methratio_v9_A.txt20728,102
table_BiGill_methratio_v9_A.txt97892,102
table_BiGill_methratio_v9_A.txt7ED2F,102
table_BiGill_methratio_v9_A.txt8EA39,102
table_BiGill_methratio_v9_A.txtE8BD2,102
table_BiGill_methratio_v9_A.txt5986E,102
table_BiGill_methratio_v9_A.txtE3E90,102
table_BiGill_methratio_v9_A.txt61AE4,102
table_BiGill_methratio_v9_A.txt3AA40,102
table_BiGill_methratio_v9_A.txt0A763,102
table_BiGill_methratio_v9_A.txtDFAE8,102
table_BiGill_methratio_v9_A.txt67975,102
table_BiGill_methratio_v9_A.txtE2D4A,102
table_BiGill_methratio_v9_A.txt70BAE,102
table_BiGill_methratio_v9_A.txt48E77,102
table_BiGill_methratio_v9_A.txt2E67B,102
table_BiGill_methratio_v9_A.txt7DFCA,102
table_BiGill_methratio_v9_A.txt5EFD5,102
table_BiGill_methratio_v9_A.txt01627,102
table_BiGill_methratio_v9_A.txtF8339,102
table_BiGill_methratio_v9_A.txt33504,102
table_BiGill_methratio_v9_A.txt58DC8,102
table_BiGill_methratio_v9_A.txtBB9E1,102
table_BiGill_methratio_v9_A.txtD2911,102
table_BiGill_methratio_v9_A.txtAAF5A,102
table_BiGill_methratio_v9_A.txt06F14,102
table_BiGill_methratio_v9_A.txtD629E,102
table_BiGill_methratio_v9_A.txt0E516,102
table_BiGill_methratio_v9_A.txt33BA3,102
table_BiGill_methratio_v9_A.txtD7A51,102
table_BiGill_methratio_v9_A.txtCF01A,102
table_BiGill_methratio_v9_A.txtC7799,102
table_BiGill_methratio_v9_A.txt09A41,102
table_BiGill_methratio_v9_A.txtD164E,102
table_BiGill_methratio_v9_A.txtB4230,102
table_BiGill_methratio_v9_A.txt4E6F1,102
table_BiGill_methratio_v9_A.txtF062D,102
table_BiGill_methratio_v9_A.txtF0BA1,102
table_BiGill_methratio_v9_A.txt31167,102
table_BiGill_methratio_v9_A.txt10489,102
table_BiGill_methratio_v9_A.txtE5CD9,102
table_BiGill_methratio_v9_A.txt415C2,102
table_BiGill_methratio_v9_A.txt0FDEA,102
table_BiGill_methratio_v9_A.txt89993,102
table_BiGill_methratio_v9_A.txt65306,102
table_BiGill_methratio_v9_A.txtC0438,102
table_BiGill_methratio_v9_A.txt34CD0,102
table_online_export_080410_edit.csv,100
table_ArboretumData.csv,98
sysschobjs,94
table_phailin_tweets.csv,94
table_IDdata2.txt,93
materialized_authored,92
table_uw_salaries_2011.txt,92
table_vizlets_28nov11_16h16m43s_every_displayed_vizlet.csv,92
materialized_inproceedings,90
table_101B_2_03.txt,89
table_101B_2_01.txt,89
table_101B_2_02.txt,89
table_101B_5_01.txt,88
table_103B_221_02.txt,88
table_101B_5_02.txt,88
table_101B_5_03.txt,88
table_101B_8_03.txt,88
table_103B_224_01.txt,87
table_103B_242_02.txt,87
table_103B_251_03.txt,87
table_103B_248_01.txt,87
table_103B_230_02.txt,87
table_101B_29_01.txt,87
table_103B_227_02.txt,87
table_101B_29_03.txt,87
table_103B_230_01.txt,87
table_103B_245_02.txt,87
table_103B_221_01.txt,87
table_101B_11_02.txt,87
table_103B_245_03.txt,87
table_101B_26_01.txt,87
table_103B_227_03.txt,87
table_103B_251_02.txt,87
table_103B_242_03.txt,87
table_101B_11_01.txt,87
table_103B_230_03.txt,87
table_103B_248_03.txt,87
table_101B_35_03.txt,87
table_101B_11_03.txt,87
table_103B_224_02.txt,87
table_103B_224_03.txt,87
table_101B_35_02.txt,87
table_101B_8_02.txt,87
table_103B_242_01.txt,87
table_103B_251_01.txt,87
table_101B_26_03.txt,87
table_101B_26_02.txt,87
table_101B_32_01.txt,87
table_103B_227_01.txt,87
table_101B_32_02.txt,87
table_103B_248_02.txt,87
table_101B_35_01.txt,87
table_103B_245_01.txt,87
table_101B_8_01.txt,87
table_103B_221_03.txt,87
table_101B_29_02.txt,87
table_101B_32_03.txt,87
table_36169029_T_ONTIME.csv,82
table_BiGill_RNAseq_exonDA06D,80
table_V2_GDGT Data for Francois database.csv,79
table_names.dmp,78
table_vizlets_28nov11_16h16m43s_vizlet_and_action_features.csv,76
table_freeway_stations.csv,74
table_Urea_Control_8x_models.tab.txt,74
table_oyster.v9.glean.final.rename.mRNA.gff,74
table_V2_Carlson_carbon data_GeoMICS.csv,73
table_AllOxInterProIds.tab.txt,70
table_bivalvia_methylated_20CG_20as_20bed.txt.gff,69
table_vizlets_28nov11_16h16m43s_data_features.csv,68
table_cnidarian_oyster_v9_M_fuzznuc_CG.gff,66
table_Fracy1_GeneModels_FilteredModels2_aa.interproscan4.8.tab.txt,63
syssingleobjrefs,63
table_oysterv9_mRNA.txt,62
table_tide.txt,62
table_OrcaMaster2010.csv,60
table_P_Control_8x_models.tab.txt,60
table_Si_Control_8x_models.tab.txt,60
table_NatureMapping_historic1.csv_handcrafted,58
table_NCBI_tax_ID_description.txt,57
table_Psemu1FL_RT_spgp_gp_ok.txt,57
table_freeway_detectors_1.csv,56
user_query_log,56
table_phailin_tweets_3.csv,55
table_tbl_conference86E6F,55
table_stats.tab,55
table_magic.csv,54
table_biot,54
table_orcasound-classifications.csv,52
table_1980-2000 moth data.txt,52
table_V2_LineP_nutrients_formatted.csv,51
table_NSAF avg SpC.csv,50
table_V2_O2_measurements_final.csv,50
table_Psemu1_KEGG_TranscriptIds_added.tab.txt,50
table_PmUreaSigDEonly05pvaluecutoff.txt,49
table_protein length.txt,49
table_phailin_tweets_1.csv,49
syspalnames,49
table_oxygenz5.csv,49
table_V2_GeoMICS_ctd_rawdata.csv,48
table_For Share Point Report SSGCID s73.xlsx.txt071FD,48
table_For Share Point Report SSGCID s69.xlsx.txtACBB3,48
table_COG_KOG_TIGR_descriptions.csv,48
table_For Share Point Report SSGCID s68.xlsx.txt2AA8E,47
table_freeway_loopdata.csv,47
table_For Share Point Report SSGCID s66.xlsx.txtC2E85,46
table_Pile Point Currents 00-11.txt,46
table_For Share Point Report SSGCID s67.xlsx.txt534EB,46
table_vizlets_23nov11_10h34m16s_vizlet_and_action_features.csv,46
table_For Share Point Report SSGCID s65.xlsx.txtDEABB,45
table_For Share Point Report SSGCID s64.xlsx.txt4D922,45
table_nsfastgrantbib20121130.csv,45
table_For Share Point Report SSGCID s63.xlsx.txt79F79,45
table_fb_friends.csv,45
table_For Share Point Report SSGCID s62.xlsx.txt59BA5,45
table_Hike.csv,44
table_barrier.csv2AA11,44
table_Thaps3_geneModels_FilteredModels2_aa.gene_names.vs.nr.20110418.csv,44
sysidxstats,44
table_809_interpro.csv,43
table_geomics_tally.csv,43
table_For Share Point Report SSGCID s61.xlsx.txtD07A0,43
table_For Share Point Report SSGCID s60.xlsx.txtC2D5A,43
table_A1_file_21.txt,43
table_For Share Point Report SSGCID s59.xlsx.txt951C4,42
table_For Share Point Report SSGCID s58.xlsx.txt32950,42
table_For Share Point Report SSGCID s57.xlsx.txt128CB,42
table_TJGR_Gene_GO_GOslim.txt,42
table_Tokyo_1_merged.csv,42
table_firearms.txt,41
table_CTTdbFeatureTable.csv,41
table_For Share Point Report SSGCID s54.xlsx.txt4C74A,41
table_associations_uni_swisspro_012410.tabular,41
table_For Share Point Report SSGCID s56.xlsx.txtCE300,41
table_For Share Point Report SSGCID s55.xlsx.txtEC783,41
table_For Share Point Report SSGCID s52.xlsx.txt527C1,40
table_lft_BlackAbalone_v3_genehunt.csv,40
table_tbl_organizer93A66,40
table_BlackAB_DESeq.txt,40
table_CTTdbFeatureID.csv,40
table_tasks.csv,40
table_For Share Point Report SSGCID s51.xlsx.txt8A144,40
table_h2_w_2.csv,40
table_For Share Point Report SSGCID s53.xlsx.txt33750,40
table_android_app_ranking.csv,40
table_phailin_tweets_4.csv,39
materialized_Snapshot of CDS GFF,39
table_BlackAbalone_Contigs_v3_BLAST.txt,39
table_oser11.csv,39
table_For Share Point Report SSGCID s50.xlsx.txtAE36D,39
table_PmTE_ALL-DE.txt,39
materialized_publication,39
table_Hoodcanal2011corrected.xlsx_December-08.csvCF56F,39
table_For Share Point Report SSGCID s49.xlsx.txt5386E,39
table_counter.csv2A9BA,39
table_For Share Point Report SSGCID s45.xlsx.txt7CC97,38
table_abc.csv,38
table_datat.csv,38
table_TIGR_NCBIclus_Confindent_scores.csv,38
table_mRNA_CGs_bedtools_intersect_output.txt,38
table_KOG_COG_Confindent_scores.csv,38
table_For Share Point Report SSGCID s47.xlsx.txt3B0E2,38
table_For Share Point Report SSGCID s48.xlsx.txtF5FBA,38
table_For Share Point Report SSGCID s46.xlsx.txt0B96E,38
table_track_1.csv,38
table_qDOD_Cgigas_gene_fasta3F84B,38
table_mRNA_meth_CGs_bedtools_intersect_output.txt,38
table_Hoodcanal2011corrected.xlsx_August-08.csv22E0D,38
table_Hansville_Chlorophyll.txt,37
table_pep peak areas all oysters2.txt,37
table_For Share Point Report SSGCID s44.xlsx.txt37999,37
table_Hoodcanal2011corrected.xlsx_October-08.csv7E8FC,37
table_PathwayResultsWithECNumbersAndStructure.csv,37
table_Hoodcanal2011corrected.xlsx_May-09.csv070D7,37
table_chlorophyll.txt,37
table_cereals_3.csv,37
table_SCPRC-EST2013-18POP-RES.csv,36
table_ProtPep for all oysters.txt,36
table_possel_exon.feature.overlap.exon.count.per.gene.annotated.tab,36
table_Phatr2.FilteredModels2_aa.interproscan4.8.tab,36
table_profile.csvB9E03,36
table_Cg proteome db evalue -10.txt,35
table_all_TIGR_convex.csv,35
table_test1.txt,35
table_2008_WellPads_in_PA_ProjectTADPOLE.csv,35
table_Transactions_2013_Spending.csv,34
table_Thaps3_geneModels_FilteredModels2_aa.INTERPRO-20110228.tab,34
table_fish546_module1_blast_table.txt,34
table_PmSistarveSigDEonly05pvaluecutoff.txt,34
table_journalist_1.csv,33
table_TS1.txt,33
table_pop.txt,33
table_Table S14.csv,33
table_all_KOG_convex.csv,32
table_all_COG_convex.csv,32
table_Muk_Temp.txt,32
